Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,29-Sep-16
2,Auraiya,Achalda,Wheat,Dara,FAQ,1620,1630,1625,28-Sep-16
3,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,26-Sep-16
4,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1625,24-Sep-16
5,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1625,23-Sep-16
6,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1625,1620,22-Sep-16
7,Auraiya,Achalda,Wheat,Dara,FAQ,1615,1630,1625,20-Sep-16
8,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1625,1620,19-Sep-16
9,Auraiya,Achalda,Wheat,Dara,FAQ,1620,1630,1625,17-Sep-16
10,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,16-Sep-16
11,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,15-Sep-16
12,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1625,14-Sep-16
13,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,13-Sep-16
14,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,12-Sep-16
15,Auraiya,Achalda,Wheat,Dara,FAQ,2250,2270,2265,10-Sep-16
16,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,09-Sep-16
17,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,08-Sep-16
18,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,07-Sep-16
19,Auraiya,Achalda,Wheat,Dara,FAQ,1620,1630,1625,06-Sep-16
20,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1625,05-Sep-16
21,Auraiya,Achalda,Wheat,Dara,FAQ,1620,1635,1625,03-Sep-16
22,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,02-Sep-16
23,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,01-Sep-16
24,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1625,31-Aug-16
25,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1625,30-Aug-16
26,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,29-Aug-16
27,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,27-Aug-16
28,Auraiya,Achalda,Wheat,Other,FAQ,1610,1680,1650,27-Aug-16
29,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,26-Aug-16
30,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,25-Aug-16
31,Auraiya,Achalda,Wheat,Dara,FAQ,1610,16330,1620,23-Aug-16
32,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,22-Aug-16
33,Auraiya,Achalda,Wheat,Dara,FAQ,1620,1630,1625,20-Aug-16
34,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,19-Aug-16
35,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,18-Aug-16
36,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,17-Aug-16
37,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,16-Aug-16
38,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,13-Aug-16
39,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1630,1620,12-Aug-16
40,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1620,1610,11-Aug-16
41,Auraiya,Achalda,Wheat,Dara,FAQ,1610,1625,1620,10-Aug-16
42,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1630,1620,09-Aug-16
43,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1620,1610,08-Aug-16
44,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1620,1610,06-Aug-16
45,Auraiya,Achalda,Wheat,Dara,FAQ,1580,1610,1600,05-Aug-16
46,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1620,1610,03-Aug-16
