Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1820,1750,31-Dec-18
2,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1825,1800,29-Dec-18
3,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1820,1810,28-Dec-18
4,Auraiya,Achalda,Wheat,Dara,FAQ,1750,1820,1800,27-Dec-18
5,Auraiya,Achalda,Wheat,Dara,FAQ,1750,1820,1800,26-Dec-18
6,Auraiya,Achalda,Wheat,Dara,FAQ,1750,1820,1780,25-Dec-18
7,Auraiya,Achalda,Wheat,Dara,FAQ,1750,1820,1760,22-Dec-18
8,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1850,1750,21-Dec-18
9,Auraiya,Achalda,Wheat,Dara,FAQ,1735,1820,1750,19-Dec-18
10,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1820,1750,17-Dec-18
11,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1850,1750,15-Dec-18
12,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1825,1810,13-Dec-18
13,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1820,1800,12-Dec-18
14,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1850,1800,11-Dec-18
15,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1820,1750,07-Dec-18
16,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1800,1750,05-Dec-18
17,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1810,1700,04-Dec-18
18,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1750,03-Dec-18
19,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1820,1800,01-Dec-18
20,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1800,30-Nov-18
21,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1800,1750,29-Nov-18
22,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1800,1750,28-Nov-18
23,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1830,1810,27-Nov-18
24,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1810,1700,26-Nov-18
25,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1750,24-Nov-18
26,Auraiya,Achalda,Wheat,Dara,FAQ,1600,1820,1700,22-Nov-18
27,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1820,1810,20-Nov-18
28,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1820,1810,19-Nov-18
29,Auraiya,Achalda,Wheat,Dara,FAQ,1800,1820,1805,17-Nov-18
30,Auraiya,Achalda,Wheat,Dara,FAQ,1750,1830,1800,16-Nov-18
31,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1790,15-Nov-18
32,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1750,14-Nov-18
33,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1800,13-Nov-18
34,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1750,12-Nov-18
35,Auraiya,Achalda,Wheat,Dara,FAQ,1735,1810,1750,06-Nov-18
36,Auraiya,Achalda,Wheat,Dara,FAQ,1500,1810,1600,03-Nov-18
37,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1750,02-Nov-18
38,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1810,1800,01-Nov-18
39,Auraiya,Achalda,Wheat,Dara,FAQ,1700,1765,1750,30-Oct-18
40,Auraiya,Achalda,Wheat,Dara,FAQ,1735,1850,1800,29-Oct-18
