Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2060,2040,01-Jan-20
2,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2030,2020,30-Dec-19
3,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2050,2030,28-Dec-19
4,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2050,2030,27-Dec-19
5,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2040,2020,26-Dec-19
6,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2030,2020,25-Dec-19
7,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2050,2030,24-Dec-19
8,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2040,2020,23-Dec-19
9,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2100,2020,21-Dec-19
10,Auraiya,Achalda,Wheat,Dara,FAQ,1980,2040,2000,20-Dec-19
11,Auraiya,Achalda,Wheat,Dara,FAQ,1980,2020,2000,19-Dec-19
12,Auraiya,Achalda,Wheat,Dara,FAQ,2000,2030,2020,18-Dec-19
13,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,17-Dec-19
14,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,16-Dec-19
15,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,14-Dec-19
16,Auraiya,Achalda,Wheat,Dara,FAQ,1950,1980,1970,13-Dec-19
17,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,12-Dec-19
18,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,11-Dec-19
19,Auraiya,Achalda,Wheat,Dara,FAQ,1870,1990,1980,10-Dec-19
20,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,09-Dec-19
21,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,07-Dec-19
22,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,06-Dec-19
23,Auraiya,Achalda,Wheat,Dara,FAQ,1970,2000,1980,05-Dec-19
24,Auraiya,Achalda,Wheat,Dara,FAQ,1970,1990,1980,04-Dec-19
